k8,k16,b4,e11,l1,b5,b2b,d2,j2,survey_year,firm_age,log_size,log_sales,survey_year_cat,target_formal_credit,target_applied_credit,k82a,k162a,k162b
no,yes,yes,yes,160.0,2007.0,0.0,9000000.0,0.0,2016,9.0,5.081404364984463,16.012735246411598,2016,0.0,1.0,,,
no,no,no,yes,600.0,1998.0,0.0,200000000.0,0.0,2016,18.0,6.398594934535208,19.11382792951231,2016,0.0,0.0,,,
yes,yes,,yes,90.0,1985.0,0.0,,100.0,2016,31.0,4.51085950651685,,2016,1.0,1.0,,,
yes,no,yes,no,16.0,1999.0,0.0,1500000.0,1.0,2016,17.0,2.833213344056216,14.220976332738882,2016,1.0,0.0,,,
no,no,,no,11.0,1969.0,0.0,,50.0,2016,47.0,2.4849066497880004,,2016,0.0,0.0,,,
,,no,no,250.0,1984.0,0.0,,70.0,2016,32.0,5.5254529391317835,,2016,,,,,
no,no,no,yes,100.0,2011.0,0.0,19800000.0,0.0,2016,5.0,4.61512051684126,16.801192546169812,2016,0.0,0.0,,,
no,no,no,yes,370.0,1998.0,0.0,2000000.0,40.0,2016,18.0,5.916202062607435,14.508658238524095,2016,0.0,0.0,,,
no,no,,no,15.0,1992.0,0.0,150000.0,5.0,2016,24.0,2.772588722239781,11.918397239722838,2016,0.0,0.0,,,
no,no,no,yes,160.0,2004.0,0.0,16000000.0,0.0,2016,12.0,5.081404364984463,16.588099342704055,2016,0.0,0.0,,,
yes,yes,no,,17.0,1990.0,0.0,,100.0,2016,26.0,2.8903717578961645,,2016,1.0,1.0,,,
no,no,no,yes,15.0,1998.0,0.0,730000.0,0.0,2016,18.0,2.772588722239781,13.500801182986649,2016,0.0,0.0,,,
no,no,no,no,8.0,1973.0,0.0,1700000.0,0.0,2016,43.0,2.1972245773362196,14.346139397261565,2016,0.0,0.0,,,
yes,no,no,no,150.0,,0.0,,0.0,2016,,5.017279836814924,,2016,1.0,0.0,,,
yes,yes,no,yes,170.0,2009.0,0.0,32000000.0,30.0,2016,7.0,5.14166355650266,17.281246492014,2016,1.0,1.0,,,
yes,no,no,no,70.0,2013.0,0.0,70000000.0,0.0,2016,3.0,4.2626798770413155,18.064005814299346,2016,1.0,0.0,,,
no,no,no,no,80.0,1990.0,0.0,500000.0,0.0,2016,26.0,4.394449154672439,13.122365377402328,2016,0.0,0.0,,,
no,no,no,no,20.0,2008.0,56.0,500000.0,10.0,2016,8.0,3.044522437723423,13.122365377402328,2016,0.0,0.0,,,
no,no,no,no,15.0,1930.0,0.0,,0.0,2016,86.0,2.772588722239781,,2016,0.0,0.0,,,
no,no,no,yes,23.0,1948.0,0.0,,0.0,2016,68.0,3.1780538303479458,,2016,0.0,0.0,,,
no,no,no,no,52.0,2008.0,0.0,,20.0,2016,8.0,3.970291913552122,,2016,0.0,0.0,,,
no,no,yes,yes,10.0,2002.0,0.0,700000.0,0.0,2016,14.0,2.3978952727983707,13.45883704259595,2016,0.0,0.0,,,
no,no,,yes,300.0,2010.0,0.0,80000000.0,70.0,2016,6.0,5.707110264748875,18.197537205138154,2016,0.0,0.0,,,
no,no,,no,6.0,1979.0,0.0,75000.0,60.0,2016,37.0,1.9459101490553132,11.225256725762893,2016,0.0,0.0,,,
no,no,yes,yes,7.0,1975.0,0.0,2100000.0,0.0,2016,41.0,2.0794415416798357,14.557448378884015,2016,0.0,0.0,,,
no,no,,no,1500.0,1980.0,0.0,300000000.0,2.0,2016,36.0,7.313886831633462,19.519293035953808,2016,0.0,0.0,,,
no,no,no,no,11.0,1989.0,0.0,6000000.0,0.0,2016,27.0,2.4849066497880004,15.607270193858982,2016,0.0,0.0,,,
no,no,no,no,1.0,1984.0,0.0,60000.0,0.0,2016,32.0,0.6931471805599453,11.002116507732017,2016,0.0,0.0,,,
no,no,no,no,1990.0,1932.0,0.0,202919445.0,1.0,2016,84.0,7.596392304064196,19.12831964051908,2016,0.0,0.0,,,
no,no,no,yes,9.0,2011.0,0.0,1475000.0,3.0,2016,5.0,2.302585092994046,14.204169225721929,2016,0.0,0.0,,,
no,no,no,no,35.0,1982.0,0.0,,0.0,2016,34.0,3.58351893845611,,2016,0.0,0.0,,,
no,no,no,no,600.0,1995.0,0.0,150000000.0,30.0,2016,21.0,6.398594934535208,18.826145858727198,2016,0.0,0.0,,,
no,no,no,no,6.0,1987.0,0.0,163000.0,0.0,2016,29.0,1.9459101490553132,12.001511614739405,2016,0.0,0.0,,,
no,no,no,no,4.0,1997.0,0.0,4735160.0,80.0,2016,19.0,1.6094379124341003,15.37052628613619,2016,0.0,0.0,,,
no,no,no,no,45.0,2014.0,0.0,1000000.0,0.0,2016,2.0,3.828641396489095,13.815511557963774,2016,0.0,0.0,,,
no,no,,no,300.0,1980.0,0.0,21000000.0,5.0,2016,36.0,5.707110264748875,16.860033043306743,2016,0.0,0.0,,,
no,no,no,no,49.0,1975.0,,,0.0,2016,41.0,3.912023005428146,,2016,0.0,0.0,,,
no,no,no,no,100.0,1973.0,0.0,7800000.0,0.0,2016,43.0,4.61512051684126,15.86963441986494,2016,0.0,0.0,,,
yes,no,no,no,70.0,1982.0,0.0,10800000.0,60.0,2016,34.0,4.2626798770413155,16.195056784687036,2016,1.0,0.0,,,
no,no,no,no,5.0,2012.0,0.0,300000.0,5.0,2016,4.0,1.791759469228055,12.611541086966115,2016,0.0,0.0,,,
no,no,no,no,50.0,1947.0,0.0,,0.0,2016,69.0,3.9318256327243257,,2016,0.0,0.0,,,
yes,yes,no,no,1800.0,1959.0,100.0,4830000000.0,3.0,2016,57.0,7.496097345175956,22.29811230481793,2016,1.0,1.0,,,
no,no,no,no,4000.0,1997.0,0.0,6000000000.0,0.0,2016,19.0,8.294299608857235,22.515025306341133,2016,0.0,0.0,,,
no,no,no,no,3.0,2003.0,0.0,,0.0,2016,13.0,1.3862943611198906,,2016,0.0,0.0,,,
no,no,no,yes,6.0,2005.0,100.0,,10.0,2016,11.0,1.9459101490553132,,2016,0.0,0.0,,,
yes,no,no,no,500.0,1996.0,16.0,400000000.0,60.0,2016,20.0,6.2166061010848646,19.806975107572256,2016,1.0,0.0,,,
no,no,no,yes,50.0,2015.0,100.0,3300000.0,0.0,2016,1.0,3.9318256327243257,15.009433329466965,2016,0.0,0.0,,,
yes,yes,,no,3000.0,1979.0,0.0,1991403549.0,60.0,2016,37.0,8.006700845440367,21.41210552858213,2016,1.0,1.0,,,
no,no,no,yes,25.0,1999.0,0.0,7000000.0,0.0,2016,17.0,3.258096538021482,15.76142084987672,2016,0.0,0.0,,,
no,no,no,no,11.0,1996.0,0.0,500000.0,2.0,2016,20.0,2.4849066497880004,13.122365377402328,2016,0.0,0.0,,,
no,no,no,no,120.0,,0.0,,0.0,2016,,4.795790545596741,,2016,0.0,0.0,,,
no,no,no,no,140.0,1993.0,0.0,27000000.0,5.0,2016,23.0,4.948759890378168,17.11134746100564,2016,0.0,0.0,,,
no,no,no,yes,12.0,2012.0,0.0,700000.0,2.0,2016,4.0,2.5649493574615367,13.45883704259595,2016,0.0,0.0,,,
no,no,,no,6.0,1995.0,0.0,,70.0,2016,21.0,1.9459101490553132,,2016,0.0,0.0,,,
yes,no,,no,3000.0,1991.0,0.0,,0.0,2016,25.0,8.006700845440367,,2016,1.0,0.0,,,
no,no,no,no,28.0,1998.0,0.0,1500000.0,0.0,2016,18.0,3.367295829986474,14.220976332738882,2016,0.0,0.0,,,
no,no,no,yes,45.0,1981.0,0.0,8000000.0,0.0,2016,35.0,3.828641396489095,15.894952224644102,2016,0.0,0.0,,,
no,no,no,yes,6.0,2002.0,0.0,250000.0,0.0,2016,14.0,1.9459101490553132,12.429220196836383,2016,0.0,0.0,,,
no,no,no,no,16.0,1990.0,0.0,4500000.0,5.0,2016,26.0,2.833213344056216,15.319588176962746,2016,0.0,0.0,,,
no,no,no,yes,4.0,2014.0,0.0,66000.0,3.0,2016,2.0,1.6094379124341003,11.097425172408931,2016,0.0,0.0,,,
no,no,no,no,150.0,1993.0,25.0,12000000.0,0.0,2016,23.0,5.017279836814924,16.300417291085605,2016,0.0,0.0,,,
no,no,,no,120.0,1976.0,0.0,15600000.0,40.0,2016,40.0,4.795790545596741,16.562781536322326,2016,0.0,0.0,,,
no,no,,no,30.0,1959.0,0.0,,0.0,2016,57.0,3.4339872044851463,,2016,0.0,0.0,,,
no,no,no,yes,15.0,1975.0,0.0,130000.0,70.0,2016,41.0,2.772588722239781,11.775297421715827,2016,0.0,0.0,,,
no,no,no,yes,65.0,2000.0,0.0,3000000.0,0.0,2016,16.0,4.189654742026425,14.914123179965662,2016,0.0,0.0,,,
no,yes,no,no,30.0,2011.0,0.0,18000000.0,1.0,2016,5.0,3.4339872044851463,16.705882371415992,2016,0.0,1.0,,,
no,no,no,yes,5.0,2012.0,100.0,180000.0,0.0,2016,4.0,1.791759469228055,12.100717685412471,2016,0.0,0.0,,,
no,no,no,no,20.0,1970.0,0.0,50000000.0,10.0,2016,46.0,3.044522437723423,17.72753358339242,2016,0.0,0.0,,,
no,no,,no,37.0,1991.0,0.0,7000000.0,10.0,2016,25.0,3.6375861597263857,15.76142084987672,2016,0.0,0.0,,,
no,no,,yes,7.0,2000.0,0.0,,0.0,2016,16.0,2.0794415416798357,,2016,0.0,0.0,,,
no,no,no,yes,15.0,2003.0,0.0,2400000.0,0.0,2016,13.0,2.772588722239781,14.690979711984754,2016,0.0,0.0,,,
no,no,yes,no,120.0,1972.0,0.0,3000000.0,100.0,2016,44.0,4.795790545596741,14.914123179965662,2016,0.0,0.0,,,
no,no,,no,26.0,1992.0,0.0,,0.0,2016,24.0,3.295836866004329,,2016,0.0,0.0,,,
no,no,no,no,7.0,2006.0,0.0,180000.0,0.0,2016,10.0,2.0794415416798357,12.100717685412471,2016,0.0,0.0,,,
no,no,no,no,1000.0,2007.0,0.0,74763000.0,0.0,2016,9.0,6.90875477931522,18.12983368153303,2016,0.0,0.0,,,
,no,no,no,75.0,1999.0,0.0,,0.0,2016,17.0,4.330733340286331,,2016,,0.0,,,
no,no,no,yes,100.0,2008.0,0.0,,0.0,2016,8.0,4.61512051684126,,2016,0.0,0.0,,,
no,no,no,no,5.0,1987.0,0.0,2000000.0,20.0,2016,29.0,1.791759469228055,14.508658238524095,2016,0.0,0.0,,,
yes,no,no,yes,15.0,2010.0,0.0,500000.0,0.0,2016,6.0,2.772588722239781,13.122365377402328,2016,1.0,0.0,,,
no,no,,yes,20.0,1996.0,0.0,56522051.0,2.0,2016,20.0,3.044522437723423,17.850141420854047,2016,0.0,0.0,,,
no,no,,no,6.0,1983.0,0.0,7800000.0,1.0,2016,33.0,1.9459101490553132,15.86963441986494,2016,0.0,0.0,,,
no,no,no,no,20.0,2009.0,0.0,2000000.0,0.0,2016,7.0,3.044522437723423,14.508658238524095,2016,0.0,0.0,,,
no,no,,yes,11.0,1999.0,0.0,234000.0,5.0,2016,17.0,2.4849066497880004,12.36308066783498,2016,0.0,0.0,,,
no,no,,no,7.0,1996.0,0.0,2000000.0,0.0,2016,20.0,2.0794415416798357,14.508658238524095,2016,0.0,0.0,,,
no,no,,yes,22.0,2000.0,0.0,,,2016,16.0,3.1354942159291497,,2016,0.0,0.0,,,
yes,no,no,no,1700.0,1995.0,100.0,1139797847.0,0.0,2016,21.0,7.438971592395862,20.854116757312855,2016,1.0,0.0,,,
no,no,,yes,150.0,2008.0,0.0,855156780.0,0.0,2016,8.0,5.017279836814924,20.56679537968153,2016,0.0,0.0,,,
no,no,no,yes,8.0,2010.0,0.0,1473000.0,1.0,2016,6.0,2.1972245773362196,14.202812374331163,2016,0.0,0.0,,,
no,no,no,yes,5.0,2010.0,0.0,60000.0,1.0,2016,6.0,1.791759469228055,11.002116507732017,2016,0.0,0.0,,,
no,no,no,yes,12.0,1984.0,0.0,761106.0,0.0,2016,32.0,2.5649493574615367,13.542529231427746,2016,0.0,0.0,,,
no,no,no,no,2300.0,2000.0,0.0,780000000.0,0.0,2016,16.0,7.741099090035366,20.47480447892996,2016,0.0,0.0,,,
no,no,no,no,65.0,1988.0,0.0,137000000.0,0.0,2016,28.0,4.189654742026425,18.73549149109167,2016,0.0,0.0,,,
no,no,no,no,250.0,1995.0,0.0,,0.0,2016,21.0,5.5254529391317835,,2016,0.0,0.0,,,
no,no,no,yes,5.0,1995.0,0.0,85000.0,0.0,2016,21.0,1.791759469228055,11.350418300109132,2016,0.0,0.0,,,
no,no,no,no,10.0,1998.0,0.0,,80.0,2016,18.0,2.3978952727983707,,2016,0.0,0.0,,,
no,no,no,yes,60.0,1990.0,0.0,6000000.0,0.0,2016,26.0,4.110873864173311,15.607270193858982,2016,0.0,0.0,,,
no,no,no,no,28.0,1986.0,0.0,,0.0,2016,30.0,3.367295829986474,,2016,0.0,0.0,,,
no,no,yes,no,12.0,1998.0,0.0,17000000.0,10.0,2016,18.0,2.5649493574615367,16.648723960844016,2016,0.0,0.0,,,
no,no,,no,15.0,1948.0,0.0,3500000.0,20.0,2016,68.0,2.772588722239781,15.068273812173887,2016,0.0,0.0,,,
no,no,no,yes,110.0,2008.0,0.0,38900000.0,80.0,2016,8.0,4.709530201312334,17.476504834295614,2016,0.0,0.0,,,
,,no,no,,2016.0,0.0,,0.0,2016,0.0,,,2016,,,,,
no,no,no,yes,,2012.0,0.0,600000.0,0.0,2016,4.0,,13.304686600863562,2016,0.0,0.0,,,
no,no,,no,87.0,2004.0,0.0,23650000.0,2.0,2016,12.0,4.477336814478207,16.978873715185514,2016,0.0,0.0,,,
yes,no,no,no,100.0,1992.0,0.0,28000000.0,30.0,2016,24.0,4.61512051684126,17.147715103853763,2016,1.0,0.0,,,
,,no,no,650.0,2000.0,23.0,65000000.0,40.0,2016,16.0,6.478509642208569,17.989897843244528,2016,,,,,
yes,no,,yes,130.0,1985.0,0.0,47000000.0,0.0,2016,31.0,4.875197323201151,17.665658180950928,2016,1.0,0.0,,,
no,no,no,yes,6.0,2000.0,0.0,65000.0,0.0,2016,16.0,1.9459101490553132,11.082157933374816,2016,0.0,0.0,,,
no,no,no,no,75.0,1989.0,0.0,6050000.0,1.0,2016,27.0,4.330733340286331,15.615568995296266,2016,0.0,0.0,,,
no,no,no,yes,5.0,2011.0,0.0,500000.0,0.0,2016,5.0,1.791759469228055,13.122365377402328,2016,0.0,0.0,,,
no,no,no,no,29.0,2003.0,0.0,16000000.0,5.0,2016,13.0,3.4011973816621555,16.588099342704055,2016,0.0,0.0,,,
no,no,no,no,6.0,2013.0,0.0,95000.0,2.0,2016,3.0,1.9459101490553132,11.461642696843066,2016,0.0,0.0,,,
no,no,no,no,103.0,1975.0,74.0,4250400.0,1.0,2016,41.0,4.6443908991413725,15.262523889390817,2016,0.0,0.0,,,
no,no,no,yes,20.0,2009.0,0.0,5000000.0,0.0,2016,7.0,3.044522437723423,15.424948670398354,2016,0.0,0.0,,,
no,no,,no,60.0,1985.0,0.0,,0.0,2016,31.0,4.110873864173311,,2016,0.0,0.0,,,
no,no,no,no,60.0,1970.0,0.0,251000000.0,0.0,2016,46.0,4.110873864173311,19.34096350108012,2016,0.0,0.0,,,
no,no,no,no,14.0,2001.0,0.0,2239000.0,0.0,2016,15.0,2.70805020110221,14.621540342208752,2016,0.0,0.0,,,
no,no,no,yes,15.0,2010.0,0.0,3000000.0,0.0,2016,6.0,2.772588722239781,14.914123179965662,2016,0.0,0.0,,,
no,no,no,no,45.0,1999.0,0.0,,0.0,2016,17.0,3.828641396489095,,2016,0.0,0.0,,,
no,no,no,no,25.0,1999.0,0.0,9720000.0,0.0,2016,17.0,3.258096538021482,16.089696279317273,2016,0.0,0.0,,,
no,no,no,no,16.0,1979.0,0.0,,5.0,2016,37.0,2.833213344056216,,2016,0.0,0.0,,,
no,no,no,no,430.0,2000.0,0.0,320000000.0,0.0,2016,16.0,6.066108090103747,19.583831556883045,2016,0.0,0.0,,,
no,no,no,no,20.0,1983.0,0.0,2000000.0,0.0,2016,33.0,3.044522437723423,14.508658238524095,2016,0.0,0.0,,,
yes,no,,yes,14.0,2010.0,0.0,770000.0,0.0,2016,6.0,2.70805020110221,13.554147092530322,2016,1.0,0.0,,,
no,no,no,no,19.0,1990.0,0.0,,40.0,2016,26.0,2.995732273553991,,2016,0.0,0.0,,,
no,no,,yes,50.0,1976.0,0.0,83156391.0,0.0,2016,40.0,3.9318256327243257,18.23623363376949,2016,0.0,0.0,,,
yes,no,,no,100.0,1989.0,0.0,17375000.0,0.0,2016,27.0,4.61512051684126,16.670543006969083,2016,1.0,0.0,,,
no,no,no,no,8.0,2006.0,0.0,250000.0,0.0,2016,10.0,2.1972245773362196,12.429220196836383,2016,0.0,0.0,,,
no,no,no,yes,10.0,2001.0,0.0,280000.0,0.0,2016,15.0,2.3978952727983707,12.54254845357358,2016,0.0,0.0,,,
no,no,,no,12.0,1946.0,0.0,,10.0,2016,70.0,2.5649493574615367,,2016,0.0,0.0,,,
no,no,,no,5.0,1993.0,0.0,,0.0,2016,23.0,1.791759469228055,,2016,0.0,0.0,,,
yes,no,,yes,93.0,1958.0,0.0,2445417415.0,0.0,2016,58.0,4.543294782270004,21.617481667592244,2016,1.0,0.0,,,
no,no,,no,20.0,1978.0,0.0,47000000.0,10.0,2016,38.0,3.044522437723423,17.665658180950928,2016,0.0,0.0,,,
no,no,no,no,1096.0,1999.0,100.0,230000000.0,0.0,2016,17.0,7.00033446027523,19.253589871235295,2016,0.0,0.0,,,
no,yes,no,no,9.0,1982.0,0.0,,20.0,2016,34.0,2.302585092994046,,2016,0.0,1.0,,,
no,no,no,yes,52.0,2012.0,0.0,6000000.0,0.0,2016,4.0,3.970291913552122,15.607270193858982,2016,0.0,0.0,,,
no,no,no,no,600.0,1999.0,0.0,242000000.0,0.0,2016,17.0,6.398594934535208,19.30444828825319,2016,0.0,0.0,,,
no,no,yes,yes,35.0,2012.0,0.0,3000000.0,0.0,2016,4.0,3.58351893845611,14.914123179965662,2016,0.0,0.0,,,
no,no,yes,yes,48.0,1991.0,0.0,18000000.0,15.0,2016,25.0,3.8918202981106265,16.705882371415992,2016,0.0,0.0,,,
no,no,no,no,8.0,2001.0,0.0,1300000.0,0.0,2016,15.0,2.1972245773362196,14.077875591662238,2016,0.0,0.0,,,
no,no,,no,70.0,2000.0,0.0,,40.0,2016,16.0,4.2626798770413155,,2016,0.0,0.0,,,
yes,no,yes,no,39.0,2001.0,0.0,36000000.0,15.0,2016,15.0,3.6888794541139363,17.399029524198163,2016,1.0,0.0,,,
no,no,no,yes,5.0,1990.0,0.0,2500000.0,0.0,2016,26.0,1.791759469228055,14.731801689838349,2016,0.0,0.0,,,
no,no,no,yes,29.0,2012.0,0.0,21000000.0,5.0,2016,4.0,3.4011973816621555,16.860033043306743,2016,0.0,0.0,,,
no,no,no,yes,10.0,2011.0,0.0,15000000.0,0.0,2016,5.0,2.3978952727983707,16.52356082573315,2016,0.0,0.0,,,
no,no,no,yes,10.0,1983.0,0.0,3000000.0,0.0,2016,33.0,2.3978952727983707,14.914123179965662,2016,0.0,0.0,,,
no,no,no,yes,110.0,1997.0,0.0,18612000.0,0.0,2016,19.0,4.709530201312334,16.73931714567545,2016,0.0,0.0,,,
no,no,,no,2500.0,2003.0,0.0,706187178.0,0.0,2016,13.0,7.824445930877619,20.375390886380135,2016,0.0,0.0,,,
no,no,no,no,12.0,1997.0,0.0,635471.0,70.0,2016,19.0,2.5649493574615367,13.362123308845549,2016,0.0,0.0,,,
no,no,no,no,5.0,2007.0,0.0,400000.0,0.0,2016,9.0,1.791759469228055,12.899222326086994,2016,0.0,0.0,,,
no,no,no,no,25.0,1987.0,0.0,820000.0,20.0,2016,29.0,3.258096538021482,13.617060838751888,2016,0.0,0.0,,,
no,yes,no,yes,200.0,1996.0,0.0,22000000.0,0.0,2016,20.0,5.303304908059076,16.906553056777135,2016,0.0,1.0,,,
no,no,no,no,10.0,2008.0,0.0,1000000.0,0.0,2016,8.0,2.3978952727983707,13.815511557963774,2016,0.0,0.0,,,
yes,yes,no,no,13.0,2008.0,0.0,1500000.0,30.0,2016,8.0,2.6390573296152584,14.220976332738882,2016,1.0,1.0,,,
yes,yes,no,no,25.0,1996.0,0.0,,0.0,2016,20.0,3.258096538021482,,2016,1.0,1.0,,,
no,no,,yes,10.0,1986.0,0.0,300000.0,70.0,2016,30.0,2.3978952727983707,12.611541086966115,2016,0.0,0.0,,,
no,no,no,yes,25.0,2007.0,0.0,599000.0,0.0,2016,9.0,3.258096538021482,13.303018546545275,2016,0.0,0.0,,,
no,no,no,yes,7.0,2010.0,0.0,,0.0,2016,6.0,2.0794415416798357,,2016,0.0,0.0,,,
no,no,,yes,97.0,1987.0,0.0,,0.0,2016,29.0,4.584967478670572,,2016,0.0,0.0,,,
no,no,no,yes,200.0,1997.0,0.0,12500000.0,0.0,2016,19.0,5.303304908059076,16.341239282272525,2016,0.0,0.0,,,
no,yes,no,no,10.0,2009.0,0.0,4500000.0,50.0,2016,7.0,2.3978952727983707,15.319588176962746,2016,0.0,1.0,,,
no,no,no,yes,10.0,1994.0,0.0,460000.0,5.0,2016,22.0,2.3978952727983707,13.038983942375959,2016,0.0,0.0,,,
no,no,no,no,25.0,,0.0,900000.0,0.0,2016,,3.258096538021482,13.710151153416941,2016,0.0,0.0,,,
no,no,yes,yes,5.0,2000.0,0.0,1200000.0,0.0,2016,16.0,1.791759469228055,13.997832948091215,2016,0.0,0.0,,,
no,no,no,no,1113.0,2004.0,100.0,,0.0,2016,12.0,7.01571242048723,,2016,0.0,0.0,,,
no,no,no,no,75.0,1987.0,0.0,4000000.0,0.0,2016,29.0,4.330733340286331,15.201805169084134,2016,0.0,0.0,,,
no,no,no,no,20.0,1984.0,0.0,3000000.0,0.0,2016,32.0,3.044522437723423,14.914123179965662,2016,0.0,0.0,,,
no,no,no,no,82.0,1990.0,0.0,,5.0,2016,26.0,4.418840607796598,,2016,0.0,0.0,,,
no,no,no,yes,18.0,2011.0,0.0,2000000.0,5.0,2016,5.0,2.9444389791664403,14.508658238524095,2016,0.0,0.0,,,
no,no,no,yes,500.0,1961.0,0.0,644000000.0,50.0,2016,55.0,6.2166061010848646,20.28320928562142,2016,0.0,0.0,,,
no,no,,yes,16.0,1981.0,0.0,3500000.0,0.0,2016,35.0,2.833213344056216,15.068273812173887,2016,0.0,0.0,,,
no,no,yes,no,1200.0,1979.0,85.0,290000000.0,0.0,2016,37.0,7.0909098220799835,19.48539148439307,2016,0.0,0.0,,,
no,no,no,yes,8.0,1992.0,0.0,,0.0,2016,24.0,2.1972245773362196,,2016,0.0,0.0,,,
yes,no,yes,yes,130.0,1975.0,50.0,700000000.0,10.0,2016,41.0,4.875197323201151,20.36659089443625,2016,1.0,0.0,,,
no,no,no,no,520.0,1992.0,0.0,600587000.0,0.0,2016,24.0,6.255750041753367,20.21341806992264,2016,0.0,0.0,,,
yes,no,,yes,80.0,1995.0,0.0,7700000.0,0.0,2016,21.0,4.394449154672439,15.856731016694035,2016,1.0,0.0,,,
no,no,no,yes,149.0,1998.0,0.0,12000000.0,0.0,2016,18.0,5.0106352940962555,16.300417291085605,2016,0.0,0.0,,,
no,no,,yes,16.0,1997.0,0.0,1591000.0,1.0,2016,19.0,2.833213344056216,14.279873935855239,2016,0.0,0.0,,,
no,yes,yes,yes,33.0,2004.0,0.0,,0.0,2016,12.0,3.5263605246161616,,2016,0.0,1.0,,,
no,yes,no,yes,53.0,1981.0,0.0,750000.0,0.0,2016,35.0,3.9889840465642745,13.527829818844937,2016,0.0,1.0,,,
no,no,no,no,,2014.0,0.0,,42.0,2016,2.0,,,2016,0.0,0.0,,,
no,no,no,no,18.0,1984.0,0.0,35500000.0,10.0,2016,32.0,2.9444389791664403,17.385043282614657,2016,0.0,0.0,,,
no,no,no,yes,5.0,1985.0,0.0,170000.0,0.0,2016,31.0,1.791759469228055,12.04355959836804,2016,0.0,0.0,,,
no,no,no,,10.0,2010.0,0.0,,0.0,2016,6.0,2.3978952727983707,,2016,0.0,0.0,,,
no,no,no,yes,6.0,1993.0,0.0,254000.0,0.0,2016,23.0,1.9459101490553132,12.445093483000798,2016,0.0,0.0,,,
no,no,no,no,14.0,2001.0,0.0,2500000.0,5.0,2016,15.0,2.70805020110221,14.731801689838349,2016,0.0,0.0,,,
no,no,,yes,5.0,1982.0,0.0,300000.0,0.0,2016,34.0,1.791759469228055,12.611541086966115,2016,0.0,0.0,,,
yes,yes,no,yes,45.0,2008.0,0.0,201271826.0,10.0,2016,8.0,3.828641396489095,19.120166925524753,2016,1.0,1.0,,,
no,no,,yes,7.0,1972.0,0.0,580000.0,20.0,2016,44.0,2.0794415416798357,13.270785106659046,2016,0.0,0.0,,,
no,no,no,yes,5.0,2000.0,0.0,30000.0,0.0,2016,16.0,1.791759469228055,10.308985993422082,2016,0.0,0.0,,,
no,no,no,no,2600.0,2000.0,100.0,167000000.0,0.0,2016,16.0,7.8636512654486515,18.933504376369054,2016,0.0,0.0,,,
no,no,yes,yes,9.0,1996.0,0.0,900000.0,5.0,2016,20.0,2.302585092994046,13.710151153416941,2016,0.0,0.0,,,
no,no,,no,57.0,1986.0,0.0,30704000.0,0.0,2016,30.0,4.060443010546419,17.239903529798664,2016,0.0,0.0,,,
no,no,no,yes,25.0,1998.0,0.0,250000.0,0.0,2016,18.0,3.258096538021482,12.429220196836383,2016,0.0,0.0,,,
yes,no,no,no,130.0,1970.0,0.0,24000000.0,80.0,2016,46.0,4.875197323201151,16.993564429978885,2016,1.0,0.0,,,
no,no,no,yes,10.0,2007.0,0.0,350000.0,0.0,2016,9.0,2.3978952727983707,12.765691290604371,2016,0.0,0.0,,,
no,no,no,no,30.0,2003.0,0.0,4000000.0,30.0,2016,13.0,3.4339872044851463,15.201805169084134,2016,0.0,0.0,,,
no,no,no,no,5.0,1988.0,0.0,650000.0,0.0,2016,28.0,1.791759469228055,13.384729180332174,2016,0.0,0.0,,,
no,no,no,no,15.0,2016.0,0.0,2000000.0,0.0,2016,0.0,2.772588722239781,14.508658238524095,2016,0.0,0.0,,,
no,no,no,yes,250.0,1987.0,0.0,320000000.0,0.0,2016,29.0,5.5254529391317835,19.583831556883045,2016,0.0,0.0,,,
no,no,no,yes,120.0,2002.0,0.0,4000000.0,0.0,2016,14.0,4.795790545596741,15.201805169084134,2016,0.0,0.0,,,
no,no,,no,5.0,2001.0,0.0,,0.0,2016,15.0,1.791759469228055,,2016,0.0,0.0,,,
no,no,no,no,250.0,1982.0,0.0,22606523.0,6.0,2016,34.0,5.5254529391317835,16.93374909515098,2016,0.0,0.0,,,
no,no,no,no,20.0,1968.0,0.0,1500000.0,10.0,2016,48.0,3.044522437723423,14.220976332738882,2016,0.0,0.0,,,
no,no,no,yes,30.0,1969.0,0.0,3200000.0,0.0,2016,47.0,3.4339872044851463,14.978661680269907,2016,0.0,0.0,,,
no,no,no,no,7.0,2013.0,0.0,500000.0,0.0,2016,3.0,2.0794415416798357,13.122365377402328,2016,0.0,0.0,,,
no,no,,no,68.0,2006.0,0.0,4000000.0,15.0,2016,10.0,4.23410650459726,15.201805169084134,2016,0.0,0.0,,,
no,no,,no,22.0,1991.0,0.0,,0.0,2016,25.0,3.1354942159291497,,2016,0.0,0.0,,,
no,no,no,no,300.0,2010.0,0.0,30000000.0,10.0,2016,6.0,5.707110264748875,17.216707972959764,2016,0.0,0.0,,,
no,no,,no,1300.0,1950.0,0.0,,0.0,2016,66.0,7.170888478512505,,2016,0.0,0.0,,,
no,no,no,yes,100.0,2003.0,0.0,3000000.0,0.0,2016,13.0,4.61512051684126,14.914123179965662,2016,0.0,0.0,,,
yes,no,no,yes,100.0,2004.0,0.0,27000000.0,0.0,2016,12.0,4.61512051684126,17.11134746100564,2016,1.0,0.0,,,
